1.5e-05	0.85
1.8495e-05	0.85
2.199e-05	0.85
2.5485e-05	0.85
2.89799e-05	0.85
3.24749e-05	0.85
3.59699e-05	0.85
3.94649e-05	0.85
4.29599e-05	0.85
4.64548e-05	0.85
4.99498e-05	0.9
5.34448e-05	0.9
5.69398e-05	0.9
6.04348e-05	0.9
6.39298e-05	0.9
6.74247e-05	0.9
7.09197e-05	0.9
7.44147e-05	0.9
7.79097e-05	0.9
8.14047e-05	0.9
8.48997e-05	0.9
8.83946e-05	0.9
9.18896e-05	0.9
9.53846e-05	0.9
9.88796e-05	0.9
0.000102375	0.9
0.00010587	0.9
0.000109365	0.9
0.00011286	0.9
0.000116355	0.9
0.00011985	0.9
0.000123344	0.9
0.000126839	0.9
0.000130334	0.9
0.000133829	0.9
0.000137324	0.9
0.000140819	0.9
0.000144314	0.95
0.000147809	0.95
0.000151304	0.95
0.000154799	0.95
0.000158294	0.95
0.000161789	0.95
0.000165284	0.95
0.000168779	0.95
0.000172274	1
0.000175769	1
0.000179264	1
0.000182759	1
0.000186254	1
0.000189749	1
0.000193244	1.05
0.000196739	1.05
0.000200234	1.05
0.000203729	1.1
0.000207224	1.1
0.000210719	1.1
0.000214214	1.1
0.000217709	1.15
0.000221204	1.15
0.000224699	1.15
0.000228194	1.15
0.000231689	1.2
0.000235184	1.2
0.000238679	1.2
0.000242174	1.25
0.000245669	1.25
0.000249164	1.25
0.000252659	1.3
0.000256154	1.3
0.000259649	1.35
0.000263144	1.35
0.000266639	1.4
0.000270134	1.45
0.000273629	1.5
0.000277124	1.5
0.000280619	1.5
0.000284114	1.55
0.000287609	1.55
0.000291104	1.6
0.000294599	1.6
0.000298094	1.6
0.000301589	1.65
0.000305084	1.65
0.000308579	1.7
0.000312074	1.7
0.000315569	1.7
0.000319064	1.75
0.000322559	1.75
0.000326054	1.8
0.000329548	1.8
0.000333043	1.85
0.000336538	1.9
0.000340033	1.95
0.000343528	1.95
0.000347023	300
0.000350518	300
0.000354013	300
0.000357508	291.6
0.000361003	282.1
0.000364498	3.6
0.000367993	256.95
0.000371488	56.1
0.000374983	58.95
0.000378478	62.05
0.000381973	65.35
